,Location,YEAR,Month,Day,ShWave,UVA,UVB,UVindx,Lon,Lat,Temp,DewFrost,WBulbTemp2M,EarthSkin,SpecHumid2M,RelHumid2M,Precipitation,SfPressure,WiSpeed2M,WiDirect2M,WiSpeed10M,WiDirect10M,WSfSoil,Region,Farming,Rearing,Fishery
5238,TienGiang,2022,December,26,4.87,11.84,0.35,1.9,106.3421,10.4493,22.74,17.8,20.27,22.48,12.63,poor_high,0.0,101.39,1.12,South_East,1.73,South_East,0.82,Dong_bang_song_Cuu_Long,"['lua', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5239,TienGiang,2022,December,27,4.62,11.37,0.34,1.87,106.3421,10.4493,23.5,19.2,21.35,23.26,13.79,poor_high,0.0,101.39,0.76,South,1.25,South,0.82,Dong_bang_song_Cuu_Long,"['lua', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5240,TienGiang,2022,December,28,5.39,12.84,0.38,2.0,106.3421,10.4493,24.4,19.15,21.78,23.97,13.73,poor_high,0.0,101.37,1.02,South,1.54,South,0.8,Dong_bang_song_Cuu_Long,"['lua', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5241,TienGiang,2022,December,29,5.37,13.33,0.39,2.12,106.3421,10.4493,25.12,20.59,22.86,24.8,15.01,poor_high,0.18,101.36,1.19,South_East,1.83,South_East,0.8,Dong_bang_song_Cuu_Long,"['lua', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5242,TienGiang,2022,December,30,4.0,10.51,0.32,1.75,106.3421,10.4493,25.22,21.73,23.48,25.44,16.11,poor_high,0.99,101.4,1.12,North_East,1.7,North_East,0.8,Dong_bang_song_Cuu_Long,"['lua', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5243,TienGiang,2022,December,31,4.19,10.93,0.33,1.82,106.3421,10.4493,22.83,19.73,21.28,23.04,14.22,poor_high,0.0,101.36,1.95,South_East,2.98,South_East,0.79,Dong_bang_song_Cuu_Long,"['lua', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5244,TPHCM,2022,October,1,4.91,13.55,0.41,2.05,106.6602,10.7626,26.78,24.98,25.88,26.89,19.84,poor_high,4.15,100.31,1.48,South_West,2.28,South_West,0.86,Dong_Nam_Bo,['mia'],['bo'],['tom']
5245,TPHCM,2022,October,2,3.46,10.01,0.3,1.49,106.6602,10.7626,26.67,24.46,25.56,26.87,19.23,poor_high,4.61,100.25,1.2,South,1.88,South,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5246,TPHCM,2022,October,3,4.75,13.2,0.39,1.97,106.6602,10.7626,26.2,24.3,25.25,26.08,19.04,poor_high,15.48,100.24,1.93,East,3.04,East,0.89,Dong_Nam_Bo,['mia'],['bo'],['tom']
5247,TPHCM,2022,October,4,4.0,11.38,0.34,1.7,106.6602,10.7626,25.84,23.75,24.8,25.7,18.43,poor_high,9.15,100.42,1.57,East,2.5,East,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5248,TPHCM,2022,October,5,4.91,13.45,0.38,1.97,106.6602,10.7626,26.08,23.74,24.9,26.0,18.43,poor_high,5.59,100.43,2.34,East,3.58,East,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5249,TPHCM,2022,October,6,3.45,9.91,0.28,1.41,106.6602,10.7626,25.84,23.98,24.91,25.72,18.62,poor_high,9.32,100.51,1.41,South_East,2.2,South_East,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5250,TPHCM,2022,October,7,5.18,13.98,0.41,2.05,106.6602,10.7626,26.85,24.03,25.44,26.9,18.74,poor_high,12.12,100.42,1.29,South,1.99,South,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5251,TPHCM,2022,October,8,1.16,3.84,0.11,0.57,106.6602,10.7626,26.62,24.48,25.55,26.62,19.23,poor_high,7.89,100.44,1.19,South,1.95,South,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5252,TPHCM,2022,October,9,2.91,8.66,0.25,1.27,106.6602,10.7626,26.31,23.94,25.13,26.3,18.62,poor_high,3.48,100.55,1.26,East,1.88,East,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5253,TPHCM,2022,October,10,4.08,11.53,0.34,1.74,106.6602,10.7626,26.9,22.88,24.89,26.99,17.46,poor_high,16.89,100.59,1.27,South_East,2.05,South_East,0.9,Dong_Nam_Bo,['mia'],['bo'],['tom']
5254,TPHCM,2022,October,11,4.68,13.04,0.38,1.91,106.6602,10.7626,26.17,24.29,25.23,26.23,18.98,poor_high,7.24,100.51,1.12,West,1.77,West,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5255,TPHCM,2022,October,12,4.73,12.94,0.37,1.83,106.6602,10.7626,26.82,24.46,25.64,26.87,19.23,poor_high,7.08,100.38,0.9,South_West,1.49,South_West,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5256,TPHCM,2022,October,13,5.0,13.62,0.38,1.92,106.6602,10.7626,26.39,23.69,25.04,26.48,18.37,poor_high,1.01,100.25,2.05,North_West,3.1,North_West,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5257,TPHCM,2022,October,14,4.51,12.36,0.35,1.78,106.6602,10.7626,25.29,23.42,24.35,25.3,18.07,poor_high,4.88,100.07,2.41,North_West,3.59,North_West,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5258,TPHCM,2022,October,15,4.98,13.16,0.36,1.8,106.6602,10.7626,25.17,22.83,24.01,25.65,17.52,poor_high,0.06,100.08,1.58,West,2.42,West,0.86,Dong_Nam_Bo,['mia'],['bo'],['tom']
5259,TPHCM,2022,October,16,6.15,15.41,0.41,2.09,106.6602,10.7626,26.24,23.54,24.89,26.72,18.19,poor_high,0.27,100.31,1.17,West,1.95,West,0.85,Dong_Nam_Bo,['mia'],['bo'],['tom']
5260,TPHCM,2022,October,17,5.57,14.21,0.4,2.04,106.6602,10.7626,26.05,23.68,24.86,26.24,18.31,poor_high,9.85,100.37,1.59,South_East,2.5,South_East,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5261,TPHCM,2022,October,18,4.85,12.85,0.37,1.89,106.6602,10.7626,26.29,24.05,25.16,26.37,18.74,poor_high,5.51,100.31,1.07,South,1.68,South,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5262,TPHCM,2022,October,19,2.55,7.49,0.22,1.11,106.6602,10.7626,25.99,24.35,25.17,25.87,19.1,poor_high,13.16,100.31,2.12,South_East,3.27,South_East,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5263,TPHCM,2022,October,20,2.02,6.16,0.17,0.87,106.6602,10.7626,26.12,24.28,25.2,25.97,18.98,poor_high,5.62,100.47,2.52,South_East,3.81,South_East,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5264,TPHCM,2022,October,21,5.26,13.86,0.38,1.98,106.6602,10.7626,26.92,24.27,25.59,27.0,18.98,poor_high,4.49,100.55,1.45,East,2.27,East,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5265,TPHCM,2022,October,22,4.73,12.68,0.35,1.8,106.6602,10.7626,27.06,24.12,25.59,27.17,18.8,poor_high,0.21,100.57,1.3,South,2.01,South,0.85,Dong_Nam_Bo,['mia'],['bo'],['tom']
5266,TPHCM,2022,October,23,4.86,13.36,0.38,1.91,106.6602,10.7626,27.18,24.51,25.84,26.87,19.23,poor_high,3.02,100.54,0.91,South_West,1.33,South_West,0.85,Dong_Nam_Bo,['mia'],['bo'],['tom']
5267,TPHCM,2022,October,24,4.93,13.12,0.36,1.84,106.6602,10.7626,25.93,24.15,25.04,25.65,18.86,poor_high,8.23,100.41,1.12,South_West,1.77,South_West,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5268,TPHCM,2022,October,25,4.16,11.31,0.32,1.62,106.6602,10.7626,25.62,24.43,25.02,25.52,19.17,poor_high,8.24,100.41,1.3,South_West,2.09,South_West,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5269,TPHCM,2022,October,26,4.88,13.05,0.37,1.87,106.6602,10.7626,26.35,24.4,25.38,26.31,19.17,poor_high,5.83,100.37,1.02,South,1.68,South,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5270,TPHCM,2022,October,27,2.66,7.88,0.23,1.16,106.6602,10.7626,26.33,24.42,25.37,26.33,19.17,poor_high,6.74,100.33,1.09,East,1.77,East,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5271,TPHCM,2022,October,28,4.03,11.29,0.32,1.64,106.6602,10.7626,26.98,23.99,25.48,27.1,18.74,poor_high,1.73,100.23,0.66,South_West,1.11,South_West,0.86,Dong_Nam_Bo,['mia'],['bo'],['tom']
5272,TPHCM,2022,October,29,4.59,12.37,0.35,1.79,106.6602,10.7626,26.67,23.45,25.06,26.87,18.19,poor_high,0.39,100.15,1.1,South_West,1.72,South_West,0.85,Dong_Nam_Bo,['mia'],['bo'],['tom']
5273,TPHCM,2022,October,30,4.65,12.34,0.34,1.73,106.6602,10.7626,27.3,23.84,25.58,27.44,18.55,poor_high,0.01,100.13,0.97,South_West,1.55,South_West,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5274,TPHCM,2022,October,31,5.9,14.62,0.41,2.09,106.6602,10.7626,26.94,22.83,24.88,26.9,17.46,poor_high,0.01,100.24,1.35,South_East,2.02,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5275,TPHCM,2022,November,1,5.23,13.09,0.37,1.88,106.6602,10.7626,26.74,23.7,25.23,27.09,18.37,poor_high,0.08,100.36,0.7,South_East,1.14,South,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5276,TPHCM,2022,November,2,4.7,11.69,0.33,1.69,106.6602,10.7626,25.83,23.46,24.65,25.98,18.07,poor_high,0.51,100.39,2.01,South_East,3.02,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5277,TPHCM,2022,November,3,2.44,7.25,0.21,1.07,106.6602,10.7626,25.35,23.26,24.3,25.38,17.88,poor_high,2.32,100.49,2.21,East,3.28,East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5278,TPHCM,2022,November,4,2.74,8.05,0.23,1.18,106.6602,10.7626,25.59,23.59,24.59,25.52,18.19,poor_high,4.46,100.64,2.59,South_East,3.86,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5279,TPHCM,2022,November,5,5.46,14.02,0.39,1.99,106.6602,10.7626,24.71,22.85,23.78,24.49,17.33,poor_high,5.21,100.78,1.52,East,2.34,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5280,TPHCM,2022,November,6,5.25,13.49,0.38,1.94,106.6602,10.7626,26.65,22.99,24.82,26.75,17.52,poor_high,1.3,100.64,0.73,South_East,1.25,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5281,TPHCM,2022,November,7,4.87,12.8,0.36,1.84,106.6602,10.7626,26.84,23.08,24.96,26.89,17.64,poor_high,0.31,100.56,0.58,South,1.04,South,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5282,TPHCM,2022,November,8,4.75,12.4,0.35,1.78,106.6602,10.7626,27.18,23.19,25.19,27.15,17.76,poor_high,0.03,100.49,0.77,South,1.27,South,0.82,Dong_Nam_Bo,['mia'],['bo'],['tom']
5283,TPHCM,2022,November,9,5.03,13.13,0.37,1.89,106.6602,10.7626,25.51,23.32,24.41,25.33,17.88,poor_high,3.48,100.53,0.78,South_West,1.3,South_West,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5284,TPHCM,2022,November,10,5.15,13.57,0.38,1.94,106.6602,10.7626,27.4,23.78,25.59,27.35,18.43,poor_high,1.88,100.44,0.98,South_West,1.55,South_West,0.82,Dong_Nam_Bo,['mia'],['bo'],['tom']
5285,TPHCM,2022,November,11,4.18,11.3,0.32,1.62,106.6602,10.7626,26.94,24.06,25.5,26.84,18.74,poor_high,5.04,100.42,1.41,South_East,2.25,South_East,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5286,TPHCM,2022,November,12,4.13,11.49,0.33,1.7,106.6602,10.7626,26.42,23.98,25.2,26.28,18.68,poor_high,3.26,100.35,0.62,South_West,1.03,South_West,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5287,TPHCM,2022,November,13,4.57,12.38,0.34,1.77,106.6602,10.7626,26.14,24.21,25.18,25.89,18.92,poor_high,3.55,100.38,1.84,East,2.93,East,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5288,TPHCM,2022,November,14,4.94,13.02,0.36,1.84,106.6602,10.7626,26.58,23.53,25.05,26.3,18.19,poor_high,2.01,100.38,1.65,East,2.7,East,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5289,TPHCM,2022,November,15,4.85,12.77,0.37,1.89,106.6602,10.7626,26.52,24.01,25.26,26.4,18.74,poor_high,3.71,100.35,1.2,East,1.95,East,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5290,TPHCM,2022,November,16,5.17,13.56,0.39,2.02,106.6602,10.7626,26.81,24.51,25.65,26.83,19.29,poor_high,0.54,100.3,0.74,South_West,1.3,South_West,0.81,Dong_Nam_Bo,['mia'],['bo'],['tom']
5291,TPHCM,2022,November,17,5.14,13.51,0.39,2.06,106.6602,10.7626,27.1,24.53,25.82,26.94,19.35,poor_high,0.77,100.24,1.23,East,1.96,East,0.81,Dong_Nam_Bo,['mia'],['bo'],['tom']
5292,TPHCM,2022,November,18,4.22,11.38,0.33,1.71,106.6602,10.7626,26.05,24.41,25.23,25.91,19.17,poor_high,1.53,100.31,1.33,South,2.09,South,0.81,Dong_Nam_Bo,['mia'],['bo'],['tom']
5293,TPHCM,2022,November,19,2.32,7.07,0.22,1.12,106.6602,10.7626,25.76,24.04,24.9,25.53,18.8,poor_high,16.87,100.17,1.31,South_East,2.04,South_East,0.85,Dong_Nam_Bo,['mia'],['bo'],['tom']
5294,TPHCM,2022,November,20,1.72,5.45,0.17,0.92,106.6602,10.7626,24.55,23.48,24.01,24.48,18.19,poor_high,12.99,100.01,1.8,South_East,2.78,South,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5295,TPHCM,2022,November,21,2.35,7.25,0.23,1.19,106.6602,10.7626,25.51,23.98,24.75,25.3,18.74,poor_high,19.69,99.96,1.28,South,2.03,South,0.88,Dong_Nam_Bo,['mia'],['bo'],['tom']
5296,TPHCM,2022,November,22,2.13,6.59,0.22,1.15,106.6602,10.7626,25.34,24.46,24.9,25.16,19.29,poor_high,22.22,100.02,2.38,West,3.56,West,0.9,Dong_Nam_Bo,['mia'],['bo'],['tom']
5297,TPHCM,2022,November,23,3.36,9.47,0.27,1.43,106.6602,10.7626,26.05,24.34,25.19,26.01,19.1,poor_high,3.01,100.27,2.7,South_East,4.04,South_East,0.85,Dong_Nam_Bo,['mia'],['bo'],['tom']
5298,TPHCM,2022,November,24,3.58,10.05,0.3,1.54,106.6602,10.7626,25.17,23.73,24.45,24.98,18.37,poor_high,3.67,100.46,2.72,South_East,4.15,South_East,0.85,Dong_Nam_Bo,['mia'],['bo'],['tom']
5299,TPHCM,2022,November,25,4.23,11.27,0.32,1.66,106.6602,10.7626,25.73,24.01,24.87,25.74,18.68,poor_high,2.62,100.53,1.78,South_East,2.78,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5300,TPHCM,2022,November,26,4.3,11.65,0.34,1.79,106.6602,10.7626,25.9,23.84,24.87,25.96,18.49,poor_high,1.88,100.45,1.59,South_East,2.54,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5301,TPHCM,2022,November,27,5.1,13.25,0.37,1.94,106.6602,10.7626,26.04,24.16,25.1,26.03,18.86,poor_high,0.7,100.36,1.59,South_East,2.49,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5302,TPHCM,2022,November,28,5.4,13.93,0.39,2.04,106.6602,10.7626,26.45,24.48,25.46,26.51,19.23,poor_high,1.47,100.4,1.76,South_East,2.73,South_East,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5303,TPHCM,2022,November,29,5.35,13.73,0.38,2.02,106.6602,10.7626,26.9,24.41,25.65,26.94,19.17,poor_high,5.56,100.41,1.27,East,1.99,East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5304,TPHCM,2022,November,30,4.8,12.51,0.35,1.83,106.6602,10.7626,26.96,24.38,25.67,26.65,19.1,poor_high,0.81,100.39,1.05,South,1.66,South,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5305,TPHCM,2022,December,1,5.0,13.1,0.37,1.93,106.6602,10.7626,26.9,23.87,25.38,26.52,18.55,poor_high,2.87,100.33,1.47,North_East,2.38,East,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5306,TPHCM,2022,December,2,4.68,12.27,0.34,1.83,106.6602,10.7626,25.01,22.98,24.0,24.68,17.58,poor_high,15.46,100.28,1.88,North_East,3.03,North_East,0.87,Dong_Nam_Bo,['mia'],['bo'],['tom']
5307,TPHCM,2022,December,3,3.31,9.39,0.27,1.47,106.6602,10.7626,25.17,22.66,23.92,25.08,17.27,poor_high,10.95,100.35,1.52,East,2.5,East,0.86,Dong_Nam_Bo,['mia'],['bo'],['tom']
5308,TPHCM,2022,December,4,4.78,12.41,0.36,1.93,106.6602,10.7626,25.16,23.07,24.12,24.73,17.7,poor_high,17.56,100.4,1.77,East,2.78,East,0.89,Dong_Nam_Bo,['mia'],['bo'],['tom']
5309,TPHCM,2022,December,5,5.13,13.15,0.38,1.97,106.6602,10.7626,26.19,23.51,24.84,25.9,18.13,poor_high,0.85,100.42,1.2,East,1.95,East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5310,TPHCM,2022,December,6,5.35,13.42,0.38,2.01,106.6602,10.7626,26.23,23.51,24.87,26.15,18.19,poor_high,2.3,100.33,1.3,East,2.06,East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5311,TPHCM,2022,December,7,4.06,10.95,0.33,1.76,106.6602,10.7626,25.8,24.0,24.9,25.7,18.68,poor_high,2.41,100.32,1.02,South_East,1.65,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5312,TPHCM,2022,December,8,5.39,13.7,0.4,2.12,106.6602,10.7626,27.4,24.09,25.75,27.02,18.8,poor_high,2.22,100.31,1.19,East,1.78,East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5313,TPHCM,2022,December,9,4.16,10.99,0.33,1.8,106.6602,10.7626,26.72,23.87,25.3,26.76,18.62,poor_high,4.01,100.27,0.88,South_East,1.47,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5314,TPHCM,2022,December,10,5.11,12.99,0.39,2.15,106.6602,10.7626,25.51,22.3,23.9,25.44,16.85,poor_high,0.09,100.35,1.05,East,1.71,East,0.83,Dong_Nam_Bo,['mia'],['bo'],['tom']
5315,TPHCM,2022,December,11,5.13,12.91,0.38,2.04,106.6602,10.7626,25.96,22.88,24.42,26.3,17.46,poor_high,3.47,100.45,0.88,South_East,1.45,South_East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5316,TPHCM,2022,December,12,5.1,12.8,0.36,1.91,106.6602,10.7626,25.5,22.32,23.9,25.63,16.85,poor_high,3.56,100.52,0.94,East,1.5,East,0.84,Dong_Nam_Bo,['mia'],['bo'],['tom']
5317,TPHCM,2022,December,13,5.82,13.95,0.38,2.03,106.6602,10.7626,23.57,19.41,21.49,23.53,14.1,poor_high,0.0,100.54,1.12,South,1.85,South,0.82,Dong_Nam_Bo,['mia'],['bo'],['tom']
5318,TPHCM,2022,December,14,4.68,11.63,0.33,1.74,106.6602,10.7626,23.98,20.76,22.37,24.17,15.38,poor_high,0.05,100.56,1.19,South_East,1.98,South_East,0.82,Dong_Nam_Bo,['mia'],['bo'],['tom']
5319,TPHCM,2022,December,15,5.33,13.4,0.38,1.98,106.6602,10.7626,24.23,20.69,22.45,24.44,15.32,poor_high,0.0,100.41,1.17,South_West,1.98,South_West,0.81,Dong_Nam_Bo,['mia'],['bo'],['tom']
5320,TPHCM,2022,December,16,4.61,11.8,0.34,1.87,106.6602,10.7626,25.32,22.62,23.97,25.39,17.21,poor_high,0.15,100.33,0.86,South_East,1.5,South_East,0.81,Dong_Nam_Bo,['mia'],['bo'],['tom']
5321,TPHCM,2022,December,17,3.4,9.61,0.31,1.71,106.6602,10.7626,25.36,22.55,23.96,24.88,17.15,poor_high,0.19,100.39,2.6,East,4.02,East,0.8,Dong_Nam_Bo,['mia'],['bo'],['tom']
5322,TPHCM,2022,December,18,4.89,12.27,0.38,2.05,106.6602,10.7626,23.56,19.43,21.49,23.15,14.1,poor_high,0.42,100.47,3.16,North_East,4.83,North_East,0.8,Dong_Nam_Bo,['mia'],['bo'],['tom']
5323,TPHCM,2022,December,19,5.45,13.48,0.41,2.23,106.6602,10.7626,23.23,19.7,21.47,23.42,14.47,poor_high,0.0,100.42,1.6,South,2.53,South,0.8,Dong_Nam_Bo,['mia'],['bo'],['tom']
5324,TPHCM,2022,December,20,5.55,13.82,0.41,2.18,106.6602,10.7626,24.58,21.12,22.85,24.87,15.75,poor_high,0.01,100.3,1.06,South,1.8,South,0.79,Dong_Nam_Bo,['mia'],['bo'],['tom']
5325,TPHCM,2022,December,21,5.1,12.72,0.38,2.08,106.6602,10.7626,26.06,22.54,24.3,25.98,17.15,poor_high,0.05,100.27,0.97,South,1.52,South_East,0.79,Dong_Nam_Bo,['mia'],['bo'],['tom']
5326,TPHCM,2022,December,22,4.53,11.64,0.34,1.84,106.6602,10.7626,24.81,21.94,23.37,24.75,16.48,poor_high,0.2,100.31,1.21,South_West,1.95,South_West,0.79,Dong_Nam_Bo,['mia'],['bo'],['tom']
5327,TPHCM,2022,December,23,5.47,13.2,0.38,2.09,106.6602,10.7626,23.15,19.0,21.08,22.98,13.73,poor_high,0.01,100.51,1.41,North_East,2.23,North_East,0.78,Dong_Nam_Bo,['mia'],['bo'],['tom']
5328,TPHCM,2022,December,24,4.9,11.98,0.36,1.96,106.6602,10.7626,21.76,17.83,19.8,21.8,12.76,poor_high,0.0,100.67,1.46,East,2.41,East,0.78,Dong_Nam_Bo,['mia'],['bo'],['tom']
5329,TPHCM,2022,December,25,5.05,12.48,0.38,2.05,106.6602,10.7626,21.91,17.9,19.9,22.07,12.76,poor_high,0.0,100.78,1.26,South_East,2.16,South_East,0.77,Dong_Nam_Bo,['mia'],['bo'],['tom']
5330,TPHCM,2022,December,26,4.87,11.84,0.35,1.9,106.6602,10.7626,22.59,17.51,20.05,22.0,12.45,poor_high,0.0,100.87,0.88,South_East,1.46,South_East,0.77,Dong_Nam_Bo,['mia'],['bo'],['tom']
5331,TPHCM,2022,December,27,4.62,11.37,0.34,1.87,106.6602,10.7626,23.08,18.58,20.83,22.79,13.31,poor_high,0.0,100.86,0.92,South,1.49,South,0.77,Dong_Nam_Bo,['mia'],['bo'],['tom']
5332,TPHCM,2022,December,28,5.39,12.84,0.38,2.0,106.6602,10.7626,24.16,19.21,21.69,23.67,13.85,poor_high,0.0,100.85,1.0,South,1.53,South,0.76,Dong_Nam_Bo,['mia'],['bo'],['tom']
5333,TPHCM,2022,December,29,5.37,13.33,0.39,2.12,106.6602,10.7626,25.23,20.77,23.01,24.92,15.26,poor_high,0.28,100.84,0.77,East,1.2,East,0.76,Dong_Nam_Bo,['mia'],['bo'],['tom']
5334,TPHCM,2022,December,30,4.0,10.51,0.32,1.75,106.6602,10.7626,25.08,21.14,23.12,25.0,15.62,poor_high,0.22,100.88,0.88,South_East,1.41,South_East,0.76,Dong_Nam_Bo,['mia'],['bo'],['tom']
5335,TPHCM,2022,December,31,4.19,10.93,0.33,1.82,106.6602,10.7626,22.33,19.35,20.84,22.26,13.98,poor_high,0.0,100.84,1.48,South,2.41,South,0.76,Dong_Nam_Bo,['mia'],['bo'],['tom']
5336,TraVinh,2022,October,1,5.51,15.13,0.45,2.27,106.3346,9.9513,26.87,25.15,26.01,27.01,19.96,poor_high,4.45,100.84,2.24,South_West,3.16,South_West,0.92,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5337,TraVinh,2022,October,2,3.36,10.07,0.29,1.45,106.3346,9.9513,26.98,24.76,25.87,27.38,19.47,poor_high,6.3,100.75,1.5,South_West,2.13,South_West,0.92,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5338,TraVinh,2022,October,3,5.36,15.01,0.44,2.23,106.3346,9.9513,26.98,25.06,26.01,27.04,19.84,poor_high,14.13,100.74,2.57,East,3.63,East,0.94,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5339,TraVinh,2022,October,4,3.54,10.85,0.34,1.71,106.3346,9.9513,26.74,24.73,25.73,26.69,19.41,poor_high,11.02,100.91,2.8,East,3.95,East,0.94,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5340,TraVinh,2022,October,5,3.44,10.39,0.3,1.53,106.3346,9.9513,27.15,24.76,25.95,27.12,19.47,poor_high,6.4,100.93,3.36,East,4.7,East,0.93,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5341,TraVinh,2022,October,6,1.45,4.89,0.13,0.68,106.3346,9.9513,26.15,24.35,25.25,26.31,18.98,poor_high,18.15,101.01,1.8,East,2.59,East,0.95,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5342,TraVinh,2022,October,7,4.81,13.57,0.4,2.02,106.3346,9.9513,26.79,24.51,25.65,26.88,19.17,poor_high,18.35,100.95,1.76,East,2.48,East,0.95,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5343,TraVinh,2022,October,8,1.17,4.12,0.12,0.65,106.3346,9.9513,26.7,24.79,25.75,26.65,19.47,poor_high,11.82,100.95,1.73,East,2.38,South_East,0.95,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5344,TraVinh,2022,October,9,3.08,9.35,0.27,1.37,106.3346,9.9513,26.55,24.6,25.57,26.72,19.23,poor_high,2.1,101.04,1.85,East,2.62,East,0.95,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5345,TraVinh,2022,October,10,3.91,11.47,0.34,1.73,106.3346,9.9513,26.28,24.19,25.24,26.62,18.8,poor_high,5.08,101.11,1.79,East,2.56,East,0.95,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5346,TraVinh,2022,October,11,4.18,12.23,0.35,1.77,106.3346,9.9513,27.41,23.65,25.53,27.84,18.19,poor_high,4.88,101.03,0.65,South_East,0.96,South_East,0.94,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
5347,TraVinh,2022,October,12,3.64,10.95,0.31,1.59,106.3346,9.9513,26.52,24.26,25.39,26.69,18.86,poor_high,12.67,100.95,1.2,South_West,1.71,South_West,0.95,Dong_bang_song_Cuu_Long,"['lua', 'khoai', 'lac', 'mia', 'cam']","['bo', 'giacam']","['ca', 'tom']"
